order	a_word	b_alphabet	c_meaning
2676	forward	英:/'f??w?d/ 美:/'f?rw?d/ 	"1. adj. 早的；向前的；迅速的
2. adv. 向将来；向前地"
2677	found	英:/fa?nd/ 美:/fa?nd/ 	"1. vt. 创立，建立；创办
2. v. 找到（find的过去分词）"
2678	foundation	英:/fa?n'de??(?)n/ 美:/fa?n'de??n/ 	"基础, 根据, 建立"
2679	fountain	英:/'fa?nt?n/ 美:/'fa?ntn/ 	n. 喷泉，泉水；源泉
2680	four	英:/f??/ 美:/f?r/ 	"1. num. 四；四个
2. adj. 四的；四个的"
2681	fourteen	英:/f??'ti?n/ 美:/?f?r'tin/ 	"1. num. 十四
2. n. 十四"
2682	fox	英:/f?ks/ 美:/fɑks/ 	"1. vt. [口]欺骗；使变酸
2. n. 狐狸；狡猾的人"
2683	ghost	英:/g??st/ 美:/ɡost/ 	"1. n. 鬼，幽灵
2. vt. 作祟于；替…捉刀；为人代笔"
2684	giant	英:/'d?a??nt/ 美:/'d?a??nt/ 	"1. n. 巨人；巨大的动物；伟人
2. adj. 巨大的；巨人般的"
2685	gift	英:/g?ft/ 美:/ɡ?ft/ 	"1. n. 礼物；赠品；天赋
2. vt. 向…赠送；赋予"
2686	girl	英:/g??l/ 美:/ɡ?l/ 	n. 女孩，姑娘；女儿；女朋友
2687	give	英:/g?v/ 美:/ɡ?v/ 	"1. vt. 给；授予；让步；产生；举办
2. n. 弹性；伸展性；弯曲"
2688	granddaughter	英:/'gr?nd??t?/ 美:/'ɡr?nd?t?/ 	"孙女, 外孙女"
2689	grandson	英:/'gr?n(d)s?n/ 美:/?ɡr?nd?s?n/ 	n. 孙子；外孙
2690	grey	英:/gre?/ 美:/ɡre/ 	"1. adj. 灰色的；灰白的
2. vt. 使变成灰色；使变老"
2691	guarantee	英:/g?r(?)n'ti?/ 美:/?ɡ?r?n'ti/ 	"保证 , 担保"
2692	guard	英:/gɑ?d/ 美:/ɡɑrd/ 	"1. n. 警戒；守卫；护卫队；防护装置
2. vi. 警惕"
2693	guess	英:/ges/ 美:/ɡ?s/ 	"1. vt. 猜测；推测；猜中；[美口]认为
2. vi. 推测；猜；猜中"
2694	guest	英:/ɡest/ 美:/ɡ?st/ 	"1. n. 客人，宾客；顾客
2. vt. 款待，招待"
2695	guidance	英:/'ga?d(?)ns/ 美:/'ga?dns/ 	n. 指导，引导；领导
2696	guide	英:/ga?d/ 美:/ɡa?d/ 	"1. n. 指南；向导；入门书
2. vt. 带领；引导；操纵"
2697	guilty	英:/'g?lt?/ 美:/'ɡ?lti/ 	adj. 有罪的；内疚的
2698	gulf	英:/g?lf/ 美:/ɡ?lf/ 	"1. n. 海湾；深渊；漩涡；分歧
2. vt. 吞没"
2699	gum	英:/g?m/ 美:/ɡ?m/ 	"1. n. 树胶；橡皮；口香糖
2. vt. 使…有粘性；用胶粘，涂以树胶"
2700	habit	英:/'h?b?t/ 美:/'h?b?t/ 	"1. n. 习惯，习性；嗜好
2. vt. 使穿衣"
2701	hair	英:/he?/ 美:/h?r/ 	"1. n. 头发；毛发；些微
2. vt. 除去…的毛发"
2702	haircut	英:/'he?k?t/ 美:/'h?rk?t/ 	n. 理发；发型
2703	hall	英:/h??l/ 美:/h?l/ 	n. 门厅，走廊；会堂；食堂；学生宿舍
2704	halt	英:/h??lt/ 美:/h?lt/ 	"1. vi. 停止；踌躇，犹豫；立定
2. n. 停止；立定；休息"
2705	hamburger	英:/'h?mb??g?/ 美:/'h?mb?ɡ?/ 	汉堡包
2706	hand	英:/h?nd/ 美:/h?nd/ 	"1. n. 手，手艺；指针；插手；帮助
2. vt. 搀扶；传递，交给；支持"
2707	handful	"英:/'h?n(d)f?l/ 美:/'h?nd,f?l/ "	n. 一把；少数；棘手事
2708	handkerchief	英:/'h??k?t??f/ 美:/'h??k?t??f/ 	手帕，方头巾、围巾
2709	handsome	英:/'h?ns(?)m/ 美:/'h?ns?m/ 	adj. （男子）英俊的；大方的，慷慨的；可观的；健美而端庄的
2710	handwriting	英:/'h?ndra?t??/ 美:/'h?nd'ra?t??/ 	"笔迹, 书法"
2711	handy	英:/'h?nd?/ 美:/'h?ndi/ 	adj. 手边的，就近的；便利的；容易取得的；敏捷的
2712	hang	英:/h??/ 美:/h??/ 	挂
2713	happen	英:/'h?p(?)n/ 美:/'h?p?n/ 	vi. 发生；碰巧；偶然遇到
2714	happy	英:/'h?p?/ 美:/'h?pi/ 	adj. 高兴的；幸福的；巧妙的
2715	harbour	英:/'hɑ?b?/ 美:/?hɑrb?/ 	"1. vi. 藏匿；入港停泊；庇护
2. vt. 庇护；藏匿；入港停泊"
2716	hard	英:/hɑ?d/ 美:/hɑrd/ 	"1. adj. 困难的；硬的；猛烈的；确实的；努力的；辛苦的；冷酷无情的；严厉的
2. adv. 努力地；猛烈地；辛苦地；牢固地；接近地；困难地"
2717	harden	英:/?hɑ:dn/ 美:/?hɑrdn/ 	"1. vi. 变硬，变坚固；变坚强；变冷酷
2. vt. 使…变硬；使…坚强；使…冷酷；使…麻木不仁"
2718	hardly	英:/'hɑ?dl?/ 美:/'hɑrdli/ 	adv. 几乎不，简直不；刚刚
2719	hardware	英:/'hɑ?dwe?/ 美:/'hɑrdw?r/ 	n. 计算机硬件；五金器具
2720	hare	英:/he?/ 美:/h?r/ 	n. 野兔
2721	harm	英:/hɑ?m/ 美:/hɑrm/ 	"1. n. 伤害；损害
2. vt. 损害；伤害；危害"
2722	harmful	英:/'hɑ?mf?l/ 美:/'hɑrmf?l/ 	adj. 能造成损害的；有害的
2723	harmony	英:/'hɑ?m?n?/ 美:/'hɑrm?ni/ 	n. 协调；融洽；调和；和睦
2724	harsh	英:/hɑ??/ 美:/hɑr?/ 	adj. 粗糙的；刺耳的；严厉的；严酷的；刺目的
2725	harvest	英:/'hɑ?v?st/ 美:/'hɑrv?st/ 	"1. n. 收获；产量；结果
2. vt. 收割；得到"
2726	haste	英:/he?st/ 美:/hest/ 	"1. n. 匆忙；急忙；轻率
2. vi. 匆忙；赶紧"
2727	hasty	英:/'he?st?/ 美:/'hesti/ 	adj. 匆忙的；轻率的；草率的；性怠的
2728	hat	英:/h?t/ 美:/h?t/ 	"1. n. 帽子
2. vt. 给……戴上帽子"
2729	hatch	英:/h?t?/ 美:/h?t?/ 	"1. n. 舱口；孵化
2. vt. 策划；孵"
2730	hate	英:/he?t/ 美:/het/ 	"1. vt. 憎恨；厌恶；遗憾
2. vi. 仇恨"
2731	hatred	英:/'he?tr?d/ 美:/'hetr?d/ 	n. 憎恨；怨恨；敌意
2732	have	英:/h?v/ 美:/h?v/ 	"1. vt. 有；让；从事；允许；拿
2. aux. 已经"
2733	hawk	英:/h??k/ 美:/h?k/ 	"1. vt. 捕捉；咳出；兜售，沿街叫卖
2. vi. 清嗓；咳嗽；像鹰一般地袭击"
2734	hay	英:/he?/ 美:/he/ 	"1. n. 干草
2. vt. 把晒干"
2735	hi	英:/ha?/ 美:/ha?/ 	int. 嗨！（表示问候或用以唤起注意）
2736	hide	英:/ha?d/ 美:/ha?d/ 	"1. vt. 隐藏；隐瞒；鞭打
2. vi. 隐藏"
2737	high	英:/ha?/ 美:/ha?/ 	"1. adj. 高的；高级的；高音调的；崇高的
2. n. 高水平；天空；由麻醉品引起的快感；高压地带"
2738	highly	英:/'ha?l?/ 美:/'ha?li/ 	adv. 非常；高度地；非常赞许地
2739	highway	英:/'ha?we?/ 美:/'ha?we/ 	n. 公路，大路；捷径
2740	hill	英:/h?l/ 美:/h?l/ 	n. 小山；丘陵；斜坡；山冈
2741	him	英:/h?m/ 美:/h?m/ 	pron. 他（宾格）
2742	himself	英:/h?m'self/ 美:/h?m's?lf/ 	pron. 他自己；他亲自，他本人
2743	hint	英:/h?nt/ 美:/h?nt/ 	"1. n. 暗示；线索
2. vt. 暗示；示意"
2744	hire	英:/'ha??/ 美:/'ha??/ 	"1. n. 租金，工钱；雇用，租用
2. vt. 雇用；出租"
2745	his	英:/h?z/ 美:/h?z/ 	pron. 他的
2746	historical	英:/h?'st?r?k(?)l/ 美:/h?'st?r?kl/ 	与历史有关的
2747	history	英:/'h?st(?)r?/ 美:/'h?stri/ 	n. 历史，历史学；历史记录；来历
2748	hit	英:/h?t/ 美:/h?t/ 	"1. vt. 袭击；碰撞；打击；偶然发现；伤…的感情
2. vi. 打击；打；碰撞；偶然碰上"
2749	hobby	英:/'h?b?/ 美:/'hɑbi/ 	n. 嗜好；业余爱好
2750	hold	英:/h??ld/ 美:/hold/ 	"1. vt. 持有；保存；拥有；拘留；约束或控制
2. vi. 持续；支持；有效"
2751	hole	英:/h??l/ 美:/hol/ 	"1. n. 洞，孔；洞穴，穴；突破口
2. vi. 凿洞，穿孔；（高尔夫球等）进洞"
2752	holiday	英:/'h?l?de?/ 美:/'hɑl?de/ 	"usu at the end of May, observed in the US to commemorate troops who died in war （美国）阵亡将士纪念日（通常为五月底）.<br /><br />1. n. 假日；节日；休息日
2. vi. 外出度假"
2753	hollow	英:/'h?l??/ 美:/'hɑlo/ 	"1. adj. 空的；凹的；虚伪的；中空的，空腹的
2. n. 洞；山谷；窟窿"
2754	holy	英:/'h??l?/ 美:/'holi/ 	"1. adj. 圣洁的，神圣的；至善的
2. n. 神圣的东西"
2755	home	英:/h??m/ 美:/hom/ 	"1. n. 家，住宅；家乡；产地；避难所
2. adv. 在家，回家；深入地"
2756	honest	英:/'?n?st/ 美:/'ɑn?st/ 	adj. 诚实的，实在的；可靠的；坦率的
2757	honey	英:/'h?n?/ 美:/'h?ni/ 	"1. n. 蜂蜜；甜蜜；宝贝
2. adj. 甘美的；蜂蜜似的"
2758	honeymoon	英:/'h?n?mu?n/ 美:/'h?n?mun/ 	蜜月; 度蜜月
2759	honour	英:/'?n?/ 美:/?ɑn?/ 	"1. n. 荣誉；尊敬；勋章
2. vt. 尊敬；承兑；承兑远期票据"
2760	hook	英:/huk/ 美:/h?k/ 	"1. n. 挂钩，吊钩
2. vt. 钩住；引上钩"
2761	hope	英:/h??p/ 美:/hop/ 	"1. n. 希望；信心；期望
2. vt. 希望；期望"
2762	hopeful	英:/'h??pf?l/ 美:/'hopfl/ 	"1. adj. 有希望的；有前途的
2. n. 有希望成功的人"
2763	hopeless	英:/'h??pl?s/ 美:/'hopl?s/ 	adj. 绝望的；不可救药的
2764	horizon	英:/h?'ra?z(?)n/ 美:/h?'ra?zn/ 	n. 地平线；眼界；范围；视野
2765	horizontal	英:/h?r?'z?nt(?)l/ 美:/'h?r?'zɑntl/ 	"水平的,横的"
2766	horn	英:/h??n/ 美:/h?rn/ 	"1. n. 角；喇叭，号角
2. vt. 装角于"
2767	horror	英:/'h?r?/ 美:/'h?r?/ 	n. 惊骇；惨状；极端厌恶；令人恐怖的事物
2768	horse	英:/h??s/ 美:/h?rs/ 	"1. n. 马；骑兵；脚架；[俚]海洛因
2. vt. 使骑马；系马于；[口]捉弄"
2769	hospital	英:/'h?sp?t(?)l/ 美:/'hɑsp?tl/ 	n. 医院
2770	host	英:/h??st/ 美:/host/ 	"1. n. 主人；主机；主持人；许多
2. vt. 主持；当主人招待"
2771	hostess	英:/'h??st?s/ 美:/'host?s/ 	n. 女主人，女老板；舞女；女服务员；女房东
2772	hostile	英:/'h?sta?l/ 美:/'hɑstl/ 	"1. adj. 敌对的，敌方的；怀敌意的
2. n. 敌对"
2773	hot	英:/h?t/ 美:/hɑt/ 	"1. adj. 热的；辣的；热情的；激动的；紧迫的
2. adv. 热；紧迫地"
2774	hotel	英:/h??'tel/ 美:/ho't?l/ 	"1. n. 旅馆，饭店；客栈
2. vt. 使…在饭店下榻"
2775	hour	英:/'a??/ 美:/'a??/ 	n. 小时；钟头；课时；…点钟
2776	house	英:/ha?s/ 美:/ha?s/ 	"1. n. 住宅；家庭；某种用途的建筑物；机构；议会
2. vt. 给…房子住；把…储藏在房内；覆盖"
2777	housewife	英:/'ha?swa?f/ 美:/'ha?s'wa?f/ 	家庭主妇; 针线盒
2778	how	英:/ha?/ 美:/ha?/ 	"1. adv. 多么；多少；如何
2. n. 方式；方法"
2779	however	英:/ha?'ev?/ 美:/ha?'?v?/ 	"1. adv. 无论如何；不管怎样
2. conj. 可是；然而"
2780	huge	英:/hju?d?/ 美:/hjud?/ 	"巨大的,程度高的"
2781	human	英:/'hju?m?n/ 美:/'hjum?n/ 	"1. adj. 人的；人类的
2. n. 人；人类"
2782	humble	英:/?h?mbl/ 美:/?h?mb?l/ 	谦卑
2783	humid	英:/'hju?m?d/ 美:/'hjum?d/ 	adj. 潮湿的；湿润的；多湿气的
2784	humorous	英:/'hju?m(?)r?s/ 美:/'hjum?r?s/ 	adj. 诙谐的，幽默的；滑稽的，可笑的
2785	hundred	英:/'h?ndr?d/ 美:/'h?ndr?d/ 	"1. n. 一百；许多
2. adj. 一百的；许多的"
2786	hunger	英:/'h??g?/ 美:/'h??ɡ?/ 	"1. n. 渴望；饿，饥饿
2. vi. 渴望；挨饿"
2787	hungry	英:/'h??gr?/ 美:/'h??ɡri/ 	adj. 饥饿的；渴望的；荒年的；不毛的
2788	hunt	英:/h?nt/ 美:/h?nt/ 	"1. vt. 搜索；打猎
2. vi. 打猎；搜寻"
2789	hurry	英:/'h?r?/ 美:/'h?i/ 	"1. n. 匆忙，急忙
2. vt. 使赶紧；使匆忙，使急忙"
2790	hurt	英:/h??t/ 美:/h?t/ 	"1. vt. 使受伤；使疼痛；使痛心；[口]损害
2. vi. 感到疼痛；带来痛苦；[口]有坏处"
2791	husband	英:/'h?zb?nd/ 美:/'h?zb?nd/ 	"1. vt. 节约地使用（或管理）
2. n. 丈夫"
2792	hut	英:/h?t/ 美:/h?t/ 	"1. n. 小屋；临时营房
2. vt. 使住在小屋中；驻扎"
2793	hydrogen	英:/'ha?dr?d?(?)n/ 美:/'ha?dr?d??n/ 	n. 氢
2794	ice	英:/a?s/ 美:/a?s/ 	"1. n. 冰；冰淇淋；矜持；（俚）钻石
2. vt. 冰镇；结冰"
2795	idea	英:/a?'d??/ 美:/a?'di?/ 	n. 主意；概念；想法
2796	ideal	英:/a?'d??l/ 美:/a?'di?l/ 	"1. adj. 理想的；完美的；想象的；不切实际的
2. n. 理想；典范"
2797	identical	英:/a?'dent?k(?)l/ 美:/a?'d?nt?kl/ 	"相同的,同一的"
2798	identify	英:/a?'dent?fa?/ 美:/a?'d?nt?fa?/ 	"1. vt. 识别；确定；使参与；把…看成一样
2. vi. 认同；一致；确定"
2799	idiom	英:/'?d??m/ 美:/'?d??m/ 	n. 成语，习语；土话
2800	if	英:/?f/ 美:/?f/ 	"1. conj. （表条件）如果；（表假设）假如；是否；即使
2. n. 条件；设想"
2801	ignorant	英:/'?gn(?)r(?)nt/ 美:/'?ɡn?r?nt/ 	adj. 无知的；愚昧的
2802	ignore	英:/?g'n??/ 美:/?ɡ'n?r/ 	vt. 驳回诉讼，忽视，不理睬
2803	ill	英:/?l/ 美:/?l/ 	"1. adj. 坏的；生病的；邪恶的；不吉利的
2. adv. 几乎不；不利地；恶劣地"
2804	illegal	英:/?'li?g(?)l/ 美:/?'ligl/ 	"1. adj. 非法的；违法的；违反规则的
2. n. 非法移民；间谍"
2805	illness	英:/?ln?s/ 美:/'?ln?s/ 	n. 疾病；病
2806	illustrate	英:/'?l?stre?t/ 美:/'?l?stret/ 	"举例说明,作图解"
2807	imaginary	英:/?'m?d??n(?)r?/ 美:/?'m?d??n?ri/ 	"想象的, 虚构的"
2808	imagination	"英:/?,m?d??'ne??(?)n/ 美:/?,m?d??'ne??n/ "	"想象,想象力,空想"
2809	imitate	英:/'?m?te?t/ 美:/'?m?tet/ 	vt. 模仿，仿效；仿造，仿制
2810	immediate	英:/?'mi?d??t/ 美:/?'mid??t/ 	即时
2811	immediately	英:/?'mi?d??tl?/ 美:/?'mid??tli/ 	"立即,直接地"
2812	immense	英:/?'mens/ 美:/?'m?ns/ 	adj. 巨大的，广大的；无边无际的；[口]非常好的
2813	immigrant	英:/'?m?gr(?)nt/ 美:/'?m?ɡr?nt/ 	"移民, 侨民"
2814	impact	英:/'?mp?kt/ 美:/?m'p?kt/ 	"1. vt. 撞击；冲突；影响；压紧
2. vi. 冲击；产生影响"
2815	impatient	英:/?m'pe??(?)nt/ 美:/?m'pe?nt/ 	"不耐烦的, 急躁的"
2816	imply	英:/?m'pla?/ 美:/?m'plai/ 	vt. 暗示；意味；隐含
2817	import	英:/?m'p??t/ 美:/'?mp?t/ 	"1. n. 输入；进口，进口货；意思，含义；重要性
2. vt. 输入，进口；含…的意思"
2818	importance	英:/?m'p??t(?)ns/ 美:/?m'p?rtns/ 	"重要,重要性"
2819	important	英:/?m'p??t(?)nt/ 美:/?m'p?rtnt/ 	"重要的,影响很大的"
2820	impossible	英:/?m'p?s?b(?)l/ 美:/?m'pɑs?bl/ 	不可能的
2821	impress	英:/?m'pres/ 美:/?m?pr?s/ 	"1. vt. 盖印；强征；传送；给予某人深刻印象
2. vi. 给人印象"
2822	impression	英:/?m'pre?(?)n/ 美:/?m'pr???n/ 	"印象, 效果"
2823	impressive	英:/?m'pres?v/ 美:/?m'pr?s?v/ 	给人深刻印象的
2824	imprison	英:/?m'pr?z(?)n/ 美:/?m'pr?zn/ 	vt. 监禁；关押；使…下狱
2825	improve	英:/?m'pru?v/ 美:/?m'pruv/ 	"1. vt. 改善，增进；提高…的价值
2. vi. 增加；变得更好"
2826	improvement	英:/?m'pru?vm(?)nt/ 美:/?m'pr?vm?nt/ 	"改进, 改善"
2827	in	英:/?n/ 美:/?n/ 	"1. prep. 在…之内；从事于；按照（表示方式）
2. adv. 进入；在屋里；（服装等）时髦；当选"
2828	resistance	英:/r?'z?st(?)ns/ 美:/r?'z?st?ns/ 	阻力
2829	illusion	英:/?'l(j)u??(?)n/ 美:/?'lu?n/ 	n. 幻觉，错觉；错误的观念或信仰
2830	audio	英:/'??d???/ 美:/'?d?o/ 	adj. 声音的；音频的，声频的
2831	fax	英:/f?ks/ 美:/f?ks/ 	"1. vt. 传真
2. n. 传真"
2832	horrible	英:/'h?r?b(?)l/ 美:/'h?r?bl/ 	adj. 可怕的；极讨厌的
2833	deputy	英:/'depj?t?/ 美:/'d?pjuti/ 	"1. n. 代理人，代表
2. adj. 副的；代理的"
2834	flee	英:/fli?/ 美:/fli/ 	"1. vi. 消失，消散；逃走
2. vt. 逃避；逃跑，逃走"
2835	favorable	英:/?fe?v?r?b?l/ 美:/'fev?r?bl/ 	有利
2836	highlight	英:/'ha?la?t/ 美:/'ha?la?t/ 	突出
2837	aisle	英:/a?l/ 美:/a?l/ 	n. 通道，走道；侧廊
2838	ambassador	英:/?m'b?s?d?/ 美:/?m'b?s?d?/ 	大使
2839	ammunition	英:/?mj?'n??(?)n/ 美:/??mju'n???n/ 	弹药
2840	anniversary	英:/?n?'v??s(?)r?/ 美:/??n?'v?s?ri/ 	周年纪念
2841	anonymous	英:/?'n?n?m?s/ 美:/?'nɑn?m?s/ 	匿名
2842	antique	英:/?n'ti?k/ 美:/?n'tik/ 	"1. adj. 古老的，年代久远的；过时的，古董的；古风的，古式的
2. n. 古董，古玩；古风，古希腊和古罗马艺术风格"
2843	arch	英:/ɑ?t?/ 美:/ɑrt?/ 	"1. n. 拱门；弓形，拱形
2. adj. 主要的"
2844	arena	英:/?'ri?n?/ 美:/?'rin?/ 	n. 竞技场；舞台
2845	arrogant	英:/'?r?g(?)nt/ 美:/'?r?ɡ?nt/ 	adj. 自大的，傲慢的
2846	artery	英:/'ɑ?t?r?/ 美:/'ɑrt?ri/ 	n. 动脉；干道；主流
2847	assault	英:/?'s??lt/ 美:/?'s?lt/ 	"1. n. 攻击；袭击
2. vt. 袭击；攻击"
2848	auction	英:/'??k?(?)n/ 美:/'?k??n/ 	"1. vt. 拍卖；竞卖
2. n. 拍卖"
2849	authentic	英:/??'θent?k/ 美:/?'θ?nt?k/ 	真实
2850	attorney	英:/?'t??n?/ 美:/?'t?ni/ 	n. 代理人；律师
2851	atlas	英:/'?tl?s/ 美:/??tl?s/ 	n. 地图集
2852	astronomy	英:/?'str?n?m?/ 美:/?'strɑn?mi/ 	天文学
2853	bid	英:/b?d/ 美:/b?d/ 	"1. vt. 投标；出价；吩咐；表示
2. vi. 投标；吩咐"
2854	biography	英:/ba?'?gr?f?/ 美:/ba?'ɑɡr?fi/ 	传记
2855	bizarre	英:/b?'zɑ?/ 美:/b?'zɑr/ 	adj. 奇异的（指态度，容貌，款式等）
2856	calorie	英:/'k?l?r?/ 美:/'k?l?ri/ 	n. 卡路里（热量单位）
2857	cape	英:/ke?p/ 美:/kep/ 	n. 披肩；海角，岬
2858	cartoon	英:/kɑ?'tu?n/ 美:/kɑr'tun/ 	"1. n. 卡通片，动画片；连环漫画
2. vt. 为…画漫画"
2859	category	英:/'k?t?g(?)r?/ 美:/'k?t?ɡ?ri/ 	n. 种类，分类；范畴
2860	Catholic	英:/'k?θ(?)l?k/ 美:/'k?θl?k/ 	"1. adj. 天主教的；宽宏大量的
2. n. 天主教徒；罗马天主教"
2861	caution	英:/'k???(?)n/ 美:/'k???n/ 	"1. n. 小心，谨慎；警告，警示
2. vt. 警告"
2862	cautious	英:/'k????s/ 美:/'k???s/ 	adj. 谨慎的；十分小心的
2863	cemetery	英:/'sem?tr?/ 美:/'s?m?'t?ri/ 	n. 墓地；公墓
2864	cereal	英:/'s??r??l/ 美:/'s?r??l/ 	"1. n. 谷类食品；谷类，谷物；谷类植物
2. adj. 谷类的；谷类制成的"
2865	circulation	英:/s??kj?'le??(?)n/ 美:/?s?kj?'le??n/ 	循环
2866	circus	英:/'s??k?s/ 美:/'s?k?s/ 	n. 马戏团；马戏
2867	civilian	英:/s?'v?lj(?)n/ 美:/s?'v?l??n/ 	"1. adj. 民用的；百姓的，平民的
2. n. 平民，百姓"
2868	context	英:/'k?ntekst/ 美:/'kɑnt?kst/ 	n. 环境；上下文；来龙去脉
2869	cooperative	英:/k?u??p?r?tiv/ 美:/ko'ɑp?r?t?v/ 	"合作的,共同的"
2870	decimal	英:/'des?m(?)l/ 美:/'d?s?ml/ 	"1. adj. 小数的；十进位的
2. n. 小数"
2871	deliberate	英:/d?'l?b(?)r?t/ 美:/d?'l?b?r?t/ 	故意的
2872	dentist	英:/'dent?st/ 美:/'d?nt?st/ 	n. 牙科医生
2873	depression	英:/d?'pre?(?)n/ 美:/d?'pr???n/ 	"沮丧,萧条"
2874	descendant	英:/d?'send(?)nt/ 美:/d?'s?nd?nt/ 	"子孙, 后代"
2875	descent	英:/d?'sent/ 美:/d??s?nt/ 	"1. n. 下降；血统；袭击
2. vt. 除去…的气味；使…失去香味"
2876	detach	英:/d?'t?t?/ 美:/d?'t?t?/ 	vt. 分离；派遣；使超然
2877	detective	英:/d?'tekt?v/ 美:/d?'t?kt?v/ 	侦探的; 侦探
2878	elderly	英:/'eld?l?/ 美:/'?ld?li/ 	adj. 过了中年的；稍老的；上了年纪的
2879	electrician	英:/??lek'tr??(?)n/ 美:/?'l?k'tr???n/ 	电工
2880	elegant	英:/'el?g(?)nt/ 美:/'?l?g?nt/ 	adj. 高雅的，优雅的；讲究的
2881	eternal	英:/?'t??n(?)l/ 美:/?'t?nl/ 	adj. 永恒的；不朽的
2882	ethnic	英:/'eθn?k/ 美:/'?θn?k/ 	adj. 种族的；人种的
2883	evacuate	英:/?'v?kj?e?t/ 美:/?'v?kjuet/ 	"1. vt. 排泄；疏散，撤退
2. vi. 撤退；疏散；排泄"
2884	fabulous	英:/'f?bj?l?s/ 美:/'f?bj?l?s/ 	adj. 难以置信的；传说的，寓言中的；极好的
2885	fake	英:/fe?k/ 美:/fek/ 	"1. n. 假货；骗子；[体]假动作
2. vt. 捏造；假装…的样子"
2886	fantastic	英:/f?n't?st?k/ 美:/f?n't?st?k/ 	奇妙
2887	fantasy	英:/'f?nt?s?/ 美:/'f?nt?si/ 	"1. n. 幻想；幻觉；[心]白日梦
2. adj. 虚幻的"
2888	feminine	英:/'fem?n?n/ 美:/'f?m?n?n/ 	adj. 女性的；妇女（似）的；娇柔的；阴性的
2889	ferry	英:/'fer?/ 美:/'f?ri/ 	"1. n. 渡口；渡船；摆渡
2. vt. （乘渡船）渡过；用渡船运送；空运"
2890	firework	英:/?fa???w?:k/ 美:/'fa??w?k/ 	n. 烟火；激烈情绪
2891	flap	英:/fl?p/ 美:/fl?p/ 	"1. n. 拍打，拍打声；副翼
2. vi. 鼓翼而飞；拍动；（帽边等）垂下"
2892	flatter	英:/'fl?t?/ 美:/'fl?t?/ 	vt. 奉承；谄媚；使高兴
2893	fling	英:/fl??/ 美:/fl??/ 	"1. vt. 掷，抛；嘲笑；使陷入；轻蔑地投射；猛动
2. n. 掷，抛；嘲弄；急冲"
2894	flutter	英:/'fl?t?/ 美:/?fl?t?/ 	"1. vi. 飘动；鼓翼；烦扰
2. vt. 拍；使焦急；使飘动"
2895	foam	英:/f??m/ 美:/fom/ 	"1. n. 泡沫；水沫；灭火泡沫
2. vi. 起泡沫；吐白沫；起着泡沫流动"
2896	foil	英:/f?il/ 美:/f??l/ 	"1. vt. 挫败；阻止，挡开；衬托；贴箔于
2. n. 箔，金属薄片；叶形片；衬托，烘托"
2897	foresee	英:/f??'si?/ 美:/f?r'si/ 	vt. 预知；预见
2898	fort	英:/f??t/ 美:/f?rt/ 	"1. n. 堡垒；要塞；（美）边界贸易站
2. vt. 设要塞保卫"
2899	fossil	英:/'f?s(?)l/ 美:/'fɑsl/ 	"1. n. 化石；僵化的事物；顽固不化的人
2. adj. 化石的；陈腐的，守旧的"
2900	foster	英:/?f?st?/ 美:/?f?st?/ 	"1. vt. 养育，抚育；培养；抱（希望等）
2. adj. 收养的，养育的"
2901	foul	英:/fa?l/ 美:/fa?l/ 	"1. adj. 邪恶的；污秽的；犯规的；淤塞的
2. vt. 弄脏；犯规；淤塞；缠住，妨害"
2902	gaol	英:/d?e?l/ 美:/d?el/ 	"1. vt. 监禁
2. n. 监狱"
2903	gigantic	英:/d?a?'g?nt?k/ 美:/d?a?'ɡ?nt?k/ 	adj. 巨大的，庞大的
2904	giggle	英:/'g?g(?)l/ 美:/'ɡ?ɡl/ 	"1. vi. 傻笑；咯咯地笑
2. vt. 咯咯地笑着说"
2905	ginger	英:/'d??nd??/ 美:/'d??nd??/ 	"1. n. 姜；姜黄色；精力；有姜味
2. vt. 用姜给…调味；使某人有活力"
2906	glamour	英:/'ɡl?m?/ 美:/?ɡl?m?/ 	"1. n. 魅力，魔力；迷人的美
2. vt. 迷惑，迷住"
2907	guardian	英:/'gɑ?d??n/ 美:/'ɡɑrd??n/ 	"1. n. 监护人，保护人；守护者
2. adj. 守护的"
2908	guy	英:/?ɡai/ 美:/ɡa?/ 	"1. n. 男人，家伙
2. vt. 嘲弄，取笑"
2909	gym	英:/d??m/ 美:/d??m/ 	n. 体育；体育馆；健身房
2910	hail	英:/he?l/ 美:/hel/ 	"1. n. 冰雹；致敬；招呼；一阵
2. vt. 招呼；猛发；致敬；向...欢呼；使象下雹样落下（过去式hailed，过去分词hailed，现在分词hailing，第三人称单数hails）"
2911	handicap	英:/'h?nd?k?p/ 美:/'h?nd?'k?p/ 	"1. n. 障碍；不利条件，不利的因素
2. vt. 妨碍，阻碍；使不利"
2912	haul	英:/h??l/ 美:/h?l/ 	"1. n. 用力拖拉；努力得到的结果；拖，拉；捕获物；一网捕获的鱼量；拖运距离
2. vt. 拖运；拖拉"
2913	haunt	英:/h??nt/ 美:/h?nt/ 	"1. vt. 常出没于…；萦绕于…；经常去…
2. vi. 出没；作祟"
2914	hike	英:/ha?k/ 美:/ha?k/ 	"1. vi. 远足；上升；徒步旅行
2. vt. 提高；拉起；使…高涨"
2915	hinder	英:/'h?nd?/ 美:/'h?nd?/ 	"1. vi. 成为阻碍
2. vt. 阻碍；打扰"
