a_word,b_alphabet,c_meaning
pith,英:/pɪθ/ 美:/pɪθ/,"1. n. 核心；精髓；骨髓；要旨
2. vt. 杀死；使瘫痪；除去…中的髓"
plait,英:/plæt/ 美:/plæt/,"1. n. 褶；辫状物
2. vt. 编织；把…编成辫（等于pleat）；给…打褶"
pleat,英:/pliːt/ 美:/plit/,"1. vt. 使…打褶
2. n. 褶状物；褶"
plinth,英:/plɪnθ/ 美:/plɪnθ/,n. 柱基；底座
plod,英:/plɒd/ 美:/plɑd/,"1. vi. 沉重地走；辛勤工作
2. vt. 沉重缓慢地走"
ploy,英:/plɒɪ/ 美:/plɔɪ/,"1. n. 策略；活动；工作
2. vt. [古]使部队由横队变为纵队"
plumb,英:/plʌm/ 美:/plʌm/,"1. vt. 使垂直；探测，探索
2. n. 铅锤；垂直"
plush,英:/plʌʃ/ 美:/plʌʃ/,"1. adj. 豪华的；长毛绒做的；舒服的
2. n. 长毛绒"
pod,英:/pɒd/ 美:/pɑd/,"1. n. 豆荚；蚕茧
2. vi. 结豆荚"
pout,英:/paʊt/ 美:/paʊt/,"1. n. 撅嘴；生气
2. vt. 撅嘴"
prank,英:/præŋk/ 美:/præŋk/,"1. n. 恶作剧，开玩笑；戏谑
2. vt. 装饰；打扮"
prate,英:/preɪt/ 美:/pret/,"1. vt. 瞎扯
2. n. 唠叨；空谈；瞎扯"
preen,英:/priːn/ 美:/prin/,"1. vt. 打扮；用嘴整理；赞扬
2. vi. 洋洋自得；把（自己）打扮漂亮"
prey,英:/preɪ/ 美:/pre/,"1. vi. 捕食；掠夺；折磨
2. n. 牺牲者；被捕食的动物；捕食"
prim,英:/prɪm/ 美:/prɪm/,"1. adj. 拘谨的；整洁的；呆板的
2. vt. 使显得一本正经；把…打扮得整整齐齐"
primp,英:/prɪmp/ 美:/prɪmp/,"1. vt. 精心打扮；装饰
2. vi. 装饰；打扮"
prod,英:/prɒd/ 美:/prɑd/,"1. n. 刺针；刺棒；签子
2. vt. 刺，戳；刺激"
protean,英:/prəuˈti:ən/ 美:/ˈprotiən/,adj. 千变万化的；一人演几个角色的；[动]变形虫的
prowl,英:/praʊl/ 美:/praʊl/,"1. vi. 徘徊，潜行
2. vt. 在…搜寻；潜行于"
prude,英:/pruːd/ 美:/prud/,n. 拘守礼仪的人；故做正经的女人
psyche,英:/ˈpsaiki/ 美:/ˈsaɪki/,n. 灵魂；心智
pun,英:/pʌn/ 美:/pʌn/,"1. vi. 说双关语；说俏皮话
2. n. 双关语；俏皮话"
quack,英:/kwæk/ 美:/kwæk/,"1. n. 庸医；鸭叫声
2. vi. （鸭子）嘎嘎叫；吹嘘；大声闲聊"
quaff,英:/kwɒf/ 美:/kwæf/,"1. vt. 大口地喝，痛饮
2. vi. 狂饮，痛饮"
quail,英:/kweɪl/ 美:/kwel/,"1. vi. 感到恐惧；畏缩，胆怯
2. n. 鹌鹑"
qualms,/kwa:lms/,n. 良心之谴责，不安
quash,英:/kwɒʃ/ 美:/kwɔʃ/,vt. 撤销；镇压；宣布无效；捣碎
quell,英:/kwel/ 美:/kwɛl/,vt. 镇压；减轻；平息；消除
quill,英:/kwɪl/ 美:/kwɪl/,"1. n. 大翎毛；羽茎；（豪猪、刺猬的）刚毛
2. vt. 刺穿"
quirk,英:/kwɜːk/ 美:/kwɝk/,n. 怪癖；急转；借口
RAM,英:/ræm/ 美:/ræm/,abbr. 随机访问内存（random-access memory的缩写）；随机存取存储器（random access memory的缩写）
rant,英:/rænt/ 美:/rænt/,"1. vi. 咆哮；痛骂；大声责骂
2. vt. 咆哮；痛骂"
rapt,英:/ræpt/ 美:/ræpt/,adj. 全神贯注的；入迷的
raze,英:/reɪz/ 美:/rez/,vt. 破坏；消除；夷为平地；拆毁
ream,英:/riːm/ 美:/rim/,"1. vt. 榨取（果汁等）；扩展；挖
2. n. 令（纸张的计数单位）；大量"
reek,英:/riːk/ 美:/rik/,"1. vi. 冒烟；散发；放出臭气
2. n. 臭气；水蒸汽；烟"
rend,英:/rend/ 美:/rɛnd/,"1. vt. 撕碎；分裂；强夺
2. vi. 将……撕开；使……分离"
reder,/ri:d/,n. 红光测距仪
rife,英:/raɪf/ 美:/raɪf/,adj. 流行的；普遍的；盛传的
rift,英:/rɪft/ 美:/rɪft/,"1. n. 裂口；裂缝；不和
2. vt. 使分开；使断裂"
rile,英:/raɪl/ 美:/raɪl/,vt. 激怒；搅浑；惹怒
rind,英:/raɪnd/ 美:/raɪnd/,"1. n. 外皮；壳
2. vt. 剥壳；削皮"
rite,英:/raɪt/ 美:/raɪt/,n. 仪式；惯例，习俗；典礼
rive,英:/raɪv/ 美:/raɪv/,"1. vi. 裂开；破裂
2. vt. 撕开；使沮丧"
roe,英:/rəʊ/ 美:/ro/,n. 鱼卵，鱼子；牝鹿，獐
roil,英:/rɒɪl/ 美:/rɔɪl/,"1. vt. 搅浑；惹怒
2. vi. 动荡；[英方]喧闹"
rue,英:/ruː/ 美:/ru/,"1. vi. 后悔；悲伤
2. vt. 后悔；懊悔"
rung,英:/rʌŋ/ 美:/rʌŋ/,"1. n. 横档，脚蹬横木；地位
2. v. 给…打电话（ring的过去式和过去分词）"
ruse,英:/ruːz/ 美:/ruz/,n. 诡计；策略，计策
sage,英:/seɪdʒ/ 美:/sedʒ/,"1. n. 圣人；贤人；哲人
2. adj. 贤明的；明智的；审慎的"
salve,英:/sælv/ 美:/sælv/,"1. vt. 涂油膏；缓和
2. n. 药膏；安慰"
sap,英:/sæp/ 美:/sæp/,"1. n. 树液；活力；坑道；精力，元气
2. vt. 使衰竭，使伤元气；挖掘以破坏基础"
sash,英:/sæʃ/ 美:/sæʃ/,"1. n. 肩带；腰带；饰带；框格
2. vt. 系上腰带；装以窗框"
sate,英:/seɪt/ 美:/set/,v. 使心满意足，使饱享（sit 的过去式和过去分词）
scad,英:/skæd/ 美:/skæd/,n. 竹荚鱼；[美口]许多
scorch,英:/skɔːtʃ/ 美:/skɔrtʃ/,"1. vt. 烧焦；使枯萎；挖苦
2. vi. 烧焦；枯萎"
scotch,英:/skɒtʃ/ 美:/skɑtʃ/,"1. vi. 弄伤；制止转动；扑灭；镇压
2. n. 刻痕"
scourge,英:/skɜːdʒ/ 美:/skɝdʒ/,"1. vt. 鞭打；蹂躏；严斥；痛斥
2. n. 灾祸；苦难的根源；鞭子；鞭"
scrawl,英:/skrɔːl/ 美:/skrɔl/,"1. vt. 潦草地写；乱涂
2. vi. 乱涂，涂鸦；乱写"
scroll,英:/skrəʊl/ 美:/skrol/,"1. n. 卷轴，画卷；名册；卷形物
2. vi. 成卷形"
scuff,英:/skʌf/ 美:/skʌf/,"1. vt. 使磨损；践踏；拖着脚走
2. vi. 磨损；拖着脚走"
sculpt,英:/skʌlpt/ 美:/skʌlpt/,"1. vt. 雕刻；造型
2. vi. 造型；雕刻"
scythe,英:/saɪð/ 美:/saɪð/,"1. n. 长柄大镰刀；钐刀
2. vt. 用大镰刀割"
seam,英:/siːm/ 美:/sim/,"1. n. 缝；接缝
2. vt. 缝合；接合；使留下伤痕"
sear,英:/sɪə/ 美:/sɪr/,"1. vt. 烤焦；使…枯萎
2. vi. 干枯；烧焦；凋谢"
seep,英:/siːp/ 美:/sip/,"1. vi. 渗出；漏
2. n. 小泉；水陆两用的吉普车"
seine,英:/seɪn/ 美:/sen/,"1. n. 围网；拖地大网
2. vt. 用围网捕捞"
sere,英:/sɪə/ 美:/sɪr/,"1. adj. 干枯的，枯萎的
2. n. 演替系列"
shale,英:/ʃeɪl/ 美:/ʃel/,n. [矿]页岩；泥板岩
sham,英:/ʃæm/ 美:/ʃæm/,"1. n. 假装；骗子；赝品
2. vt. 假装；冒充"
shard,英:/ʃɑːd/ 美:/ʃɑrd/,n. （甲虫的）鞘翅；陶瓷碎片
sheath,英:/ʃiːθ/ 美:/ʃiθ/,n. 鞘；护套；叶鞘；女子紧身服装
sheathe,英:/ʃiːð/ 美:/ʃið/,vt. 覆盖；插入鞘；包装
shelve,英:/ʃelv/ 美:/ʃɛlv/,"1. vt. 搁置，将某事放到一旁不予考虑
2. vi. 倾斜"
shirk,英:/ʃɜːk/ 美:/ʃə..k/,"1. vt. 逃避
2. vi. 推卸；逃避"
shoal,英:/ʃəʊl/ 美:/ʃol/,"1. n. 鱼群；浅滩；潜在危险
2. vi. 变浅"
shuck,英:/ʃʌk/ 美:/ʃʌk/,"1. n. [园艺]外皮；壳；荚；毫无价值的东西
2. vt. 剥去"
shunt,英:/ʃʌnt/ 美:/ʃʌnt/,"1. vt. 使转轨；回避讨论；推延；使分流
2. vi. 转向一边；转轨；往返"
sill,英:/sɪl/ 美:/sɪl/,n. 基石；窗台；门槛；海底山脊
silt,英:/sɪlt/ 美:/sɪlt/,"1. n. 淤泥，泥沙；煤粉；残渣
2. vi. 淤塞，充塞；为淤泥堵塞"
singe,英:/sɪn(d)ʒ/ 美:/sɪndʒ/,"1. vt. 烧焦；烤焦
2. vi. 烧焦；烤焦"
skew,英:/skjuː/ 美:/skju/,"1. n. 歪斜；斜交
2. adj. 斜交的；歪斜的"
skiff,英:/skɪf/ 美:/skɪf/,n. 小艇；小型帆船；轻舟
skimp,英:/skɪmp/ 美:/skɪmp/,"1. vt. 克扣；对…不够用心；舍不得给；少给
2. vi. 节省；不够用心"
skit,英:/skɪt/ 美:/skɪt/,n. 讽刺文；滑稽短剧
SLA,/slɑ:/,abbr. Spacecraft Lunar-module Adapter 航天器-登月舱适配器 ...
slake,英:/sleɪk/ 美:/slek/,"1. vt. 消除；熄灭；使清凉
2. vi. （石灰）熟化；消除；平息"
sleigh,英:/sleɪ/ 美:/sle/,"1. vi. 乘雪橇；驾雪橇
2. vt. 乘雪橇；用雪橇运输"
slew,英:/sluː/ 美:/slu/,"1. n. 沼地；回转；极多
2. vi. 扭转；侧滑；转向；猛拐"
sloth,英:/sləʊθ/ 美:/sloθ/,n. 怠惰，懒惰；[动]树懒
slouch,英:/slaʊtʃ/ 美:/slaʊtʃ/,"1. n. 下垂；笨拙的人，懒散的人；懒散的样子
2. vi. 没精打采地站；耷拉"
slough,英:/slaʊ/ 美:/slʌf/,"1. n. 蜕下的皮（或壳）；绝境；泥沼；腐肉
2. vt. 使陷入泥沼；抛弃"
sluice,英:/sluːs/ 美:/slus/,"1. n. 水闸；蓄水；洗矿槽
2. vt. 冲洗；开闸放水"
slurp,英:/slɜːp/ 美:/slɝp/,"1. vt. 出声地吃或喝
2. vi. 出声地吃或喝"
smirk,英:/smɜːk/ 美:/smɝk/,"1. n. 傻笑；假笑；得意的笑
2. vi. 傻笑；假笑"
smudge,英:/smʌdʒ/ 美:/smʌdʒ/,"污点, 渍痕，浓烟"
smug,英:/smʌg/ 美:/smʌɡ/,"自以为是的,整洁的"
snare,英:/sneə/ 美:/snɛr/,"1. n. 陷阱；圈套；勒除器
2. vt. 捕捉；诱惑"
snide,英:/snaɪd/ 美:/snaɪd/,"1. adj. 伪造的；卑鄙的；暗讽的
2. n. 赝品；骗子"
snip,英:/snɪp/ 美:/snɪp/,"1. n. 剪；便宜货
2. vt. 剪断"
snitch,英:/snɪtʃ/ 美:/snɪtʃ/,"1. vi. 告密；进行小偷小摸
2. vt. 偷；顺手牵羊"
snub,英:/snʌb/ 美:/snʌb/,"1. vt. 冷落；严厉斥责；掐灭
2. n. 冷落；斥责；突然的停止"
snug,英:/snʌg/ 美:/snʌɡ/,"1. adj. 舒适的；紧身的；温暖的；隐藏的
2. vt. 使变得温暖舒适；隐藏"
sod,英:/sɒd/ 美:/sɑd/,"1. n. 草地；草皮
2. vt. 铺上草皮；以生草土覆盖；铺草皮于"
soot,英:/sʊt/ 美:/sʊt/,"1. n. 煤烟，烟灰
2. vt. 用煤烟熏黑；以煤烟弄脏"
sop,英:/sɒp/ 美:/sɑp/,"1. n. 面包片；湿透的东西；懦夫；小贿赂
2. vt. 吸水；浸湿；贿赂"
spackle,英:/ˈspækl/ 美:/ˈspækəl/,一种抹墙粉的商标名，抹墙粉于...
spank,英:/spæŋk/ 美:/spæŋk/,"1. vt. 拍击使之前进；打…的屁股
2. vi. 掴；飞跑"
sparse,英:/spɑːs/ 美:/spɑrs/,adj. 稀疏的；稀少的
Spartan,英:/ˈspɑ:tən/ 美:/ˈspɑrtn/,"1. adj. 斯巴达的；斯巴达式的
2. n. 斯巴达人；勇士"
spat,英:/spæt/ 美:/spæt/,"1. n. [动]蚝卵；蚝仔；口角；掌击
2. vi. 争吵；一巴掌打去"
spate,英:/speɪt/ 美:/spet/,n. 洪水；一阵；大雨；突然迸发
spawn,英:/spɔːn/ 美:/spɔn/,"1. n. 菌丝；卵；产物
2. vt. 产卵；酿成，造成；大量生产"
speck,英:/spek/ 美:/spɛk/,"1. n. 污点；小颗粒；灰尘
2. vt. 使有斑点"
spike,英:/spaɪk/ 美:/spaɪk/,"1. n. 长钉，道钉；细高跟；钉鞋
2. vt. 以大钉钉牢；用尖物刺穿；阻止"
spite,英:/spaɪt/ 美:/spaɪt/,"1. n. 恶意；怨恨；不顾
2. vt. 刁难；使恼怒"
spleen,英:/spliːn/ 美:/splin/,n. 脾脏；坏脾气；怒气
splice,英:/splaɪs/ 美:/splaɪs/,"1. vt. 接合；拼接；使结婚
2. n. 接合；结婚"
splint,英:/splɪnt/ 美:/splɪnt/,"1. n. 夹板；薄木条；薄金属片
2. vt. 用夹板固定"
splurge,英:/splɜːdʒ/ 美:/splɝdʒ/,"1. vi. 卖弄；挥霍
2. n. 炫耀；挥霍"
spoke,英:/spəʊk/ 美:/spok/,"1. v. 为…装轮辐；说话（speak的过去分词）
2. n. 轮辐；刹车；扶梯棍"
spoof,英:/spuːf/ 美:/spʊf/,"1. vt. 哄骗；戏弄；对…作幽默讽刺
2. vi. 行骗；开玩笑"
sprain,英:/spreɪn/ 美:/spren/,"1. vt. 扭伤
2. n. 扭伤"
sprig,英:/sprɪg/ 美:/sprɪg/,"1. n. 小枝；图钉；[口]年青人；子孙
2. vt. 用钉子钉上；用小树枝装饰；使蔓生"
spruce,英:/spruːs/ 美:/sprʊs/,"1. vi. 打扮整齐；使显干净
2. adj. 整洁的"
squall,英:/skwɔːl/ 美:/skwɔl/,"1. vi. 嚎啕；尖叫
2. n. 暴风；[口]麻烦；高声哭喊；尖叫"
squelch,英:/skweltʃ/ 美:/skwɛltʃ/,"1. vt. 镇压；消除；压碎；使…咯吱咯吱的响
2. vi. 嘎吱作响"
squint,英:/skwɪnt/ 美:/skwɪnt/,"1. vi. 斜视；患斜视；倾向
2. n. 看"
staid,英:/steɪd/ 美:/sted/,adj. 固定的；沉着的；沉静的
stance,英:/stɑːns/ 美:/stæns/,n. 姿态；位置；立场；准备击球姿势
stanch,英:/stɔːn(t)ʃ/ 美:/stɔntʃ/,"1. vt. 止血；使不漏；平息
2. vi. 停止流出"
stealth,英:/stelθ/ 美:/stɛlθ/,n. 秘密行动；鬼祟；秘密
stench,英:/sten(t)ʃ/ 美:/stɛntʃ/,"1. n. 恶臭；臭气
2. vt. 使…散发恶臭"
stint,英:/stɪnt/ 美:/stɪnt/,"1. n. 节约；定额，定量
2. vt. 节省；限制"
Stoic,英:/ˈstəuik/ 美:/ˈstoɪk/,"1. n. 斯多葛学派哲学家；禁欲主义者
2. adj. 斯多葛派的；禁欲主义的"
stoke,英:/stəʊk/ 美:/stok/,"1. vi. 烧火；做司炉工；大吃大喝
2. vt. 拨旺火；使饱吃一顿"
strew,英:/struː/ 美:/stru/,vt. 散播；撒满
strut,英:/strʌt/ 美:/strʌt/,"1. vt. 炫耀；在…上趾高气扬地走；给…加支撑
2. n. 支柱；高视阔步"
svelte,英:/svelt/ 美:/sfɛlt/,adj. 苗条的；线条清晰的；和蔼的
swill,英:/swɪl/ 美:/swɪl/,"1. n. 冲洗；痛饮；涮；泔水
2. vt. 冲洗；痛饮；涮；倒出"
swine,英:/swaɪn/ 美:/swaɪn/,n. 猪；卑贱的人
swirl,英:/swɜːl/ 美:/swɝl/,"1. n. 漩涡；打旋；涡状形
2. vi. 盘绕；打旋；眩晕；大口喝酒"
sybarite,英:/ˈsibərait/ 美:/ˈsɪbəraɪt/,n. 爱奢侈享乐的人
tamp,英:/tæmp/ 美:/tæmp/,"1. vt. 夯实，砸实；填塞
2. n. 捣棒；打夯的工具"
tare,英:/teə/ 美:/tɛr/,"1. n. 巢菜；毒麦；皮重；野碗豆
2. vt. 称皮重"
taut,英:/tɔːt/ 美:/tɔt/,"1. adj. 拉紧的；紧张的；整洁的
2. vt. 使纠缠；使缠结"
temp,英:/temp/ 美:/tɛmp/,"1. n. [口]临时雇员
2. vt. [口]做临时工作"
terse,英:/tɜːs/ 美:/tɝs/,adj. 简洁的，精练的，扼要的
thwart,英:/θwɔːt/ 美:/θwɔrt/,"1. vt. 横过；反对；阻碍；挫败
2. adj. 横放的；固执的"
tiff,英:/tɪf/ 美:/tɪf/,"1. n. 淡酒；一口；口角；生气
2. vi. 生气；小争吵"
tilt,英:/tɪlt/ 美:/tɪlt/,"1. vi. 倾斜；翘起；以言词或文字抨击
2. vt. 使倾斜；使翘起"
tined,/taind/,"1. adj. 尖端的；有齿的
2. v. 失去；浪费（tine的过去分词）"
tint,英:/tɪnt/ 美:/tɪnt/,"1. n. 色彩；浅色
2. vt. 给…着色；染（发）"
titanic,英:/taɪˈtænɪk/ 美:/taɪˈtænɪk/,adj. 巨大的；[化]四价钛的
tongs,英:/tɒŋz/ 美:/tɔŋz/,"1. n. 夹具；钳子（tong的复数）
2. v. 用钳夹取（tong的三单形式）"
torque,英:/tɔːk/ 美:/tɔrk/,n. 转矩，扭矩；项圈，金属领圈
tout,英:/taʊt/ 美:/taʊt/,"1. vt. 招徕；兜售；刺探赛马情报
2. vi. 兜售；招徕顾客；拉选票"
tract,英:/trækt/ 美:/trækt/,n. 小册子；大片土地，地带；束
trance,英:/trɑːns/ 美:/træns/,"1. n. 恍惚；出神；着迷，入迷
2. vt. 使恍惚；使发呆"
transplantation,英:/ˌtrænspl ɑ:nˈteɪʃən/ 美:/ˌtrænsplænˈteʃən/,移植，移植法
trite,英:/traɪt/ 美:/traɪt/,adj. 陈腐的；平庸的；老一套的
troupe,英:/truːp/ 美:/trʊp/,"1. n. 一班；一团；剧团
2. vi. 巡回演出"
truce,英:/truːs/ 美:/trus/,"1. n. 休战；停战；休战协定
2. vt. 以休战结束；停止争执"
truss,英:/trʌs/ 美:/trʌs/,"1. n. 捆；束；构架
2. vt. 捆绑；用构架支撑"
tusk,英:/tʌsk/ 美:/tʌsk/,"1. n. 长牙；尖头，尖形物
2. vt. 以牙刺戳；以长牙掘"
twinge,英:/twɪn(d)ʒ/ 美:/twɪndʒ/,"1. n. 阵痛；悔恨
2. vt. 使刺痛；使感到剧痛"
veer,英:/vɪə/ 美:/vɪr/,"1. vi. 转向；改变观点；[气]风向顺时针转；[海]调转船尾向上风
2. vt. 使转向；使顺风；使船尾向上风"
veracious,英:/vəˈreɪʃəs/ 美:/vəˈreʃəs/,"诚实的, 精确的"
verve,英:/vɜːv/ 美:/vɝv/,n. 神韵；活力；气魄；热情
vie,英:/vaɪ/ 美:/vaɪ/,"1. vi. 竞争；争
2. vt. 使针锋相对；提出...来竞争；以...作较量"
vouch,英:/vaʊtʃ/ 美:/vaʊtʃ/,"1. vt. 担保；证明；传出庭作证
2. vi. 保证；证明；确定"
waft,英:/wɒft/ 美:/wɑft/,"1. vt. 吹送；使飘荡
2. n. 飘荡；吹拂"
wan,英:/wɒn/ 美:/wɑn/,婉
wane,英:/weɪn/ 美:/wen/,"1. vi. 变小；衰落；亏缺；退潮；消逝
2. n. 月亏；衰退；衰退期；缺损"
wean,英:/wiːn/ 美:/win/,"1. vt. 使断奶；使断念；使放弃
2. n. （苏格兰）幼儿"
whet,英:/wet/ 美:/wɛt/,"1. vt. 磨快；刺激；促进
2. n. 磨；开胃物；刺激物"
whiff,英:/wɪf/ 美:/wɪf/,"1. vt. 喷出；吸
2. n. 一点点；单人小划艇；琴鲆属鱼；吸气或吹气"
whim,英:/wɪm/ 美:/wɪm/,n. 一时的兴致；怪念头；奇想；幻想
whine,英:/waɪn/ 美:/waɪn/,"1. vi. 哭诉；发牢骚；嘎嘎响；发呜呜声
2. vt. 哀诉"
wick,英:/wɪk/ 美:/wɪk/,"1. n. 灯芯，蜡烛心
2. vt. 依靠毛细作用带走"
wilt,英:/wɪlt/ 美:/wɪlt/,"1. vt. 使枯萎；使畏缩；使衰弱
2. vi. 枯萎；畏缩；衰弱"
wince,英:/wɪns/ 美:/wɪns/,"1. vi. 畏缩，退避
2. n. 畏缩；脸部肌肉的抽搐"
woe,英:/wəʊ/ 美:/wo/,"1. n. 悲哀，悲痛；灾难
2. int. 唉（表示痛苦，悲伤或悔恨）"
woo,英:/wuː/ 美:/wu/,"1. vt. 追求；招致；向…求爱；恳求
2. vi. 求爱；恳求"
writ,英:/rɪt/ 美:/rɪt/,n. 令状；文书；法院命令
wrought,英:/rɔːt/ 美:/rɔt/,"1. adj. 锻造的；加工的；精细的
2. v. 工作（work的过去分词）"
wry,英:/raɪ/ 美:/raɪ/,"1. adj. 歪斜的，扭歪的；歪曲的
2. vt. 扭曲；扭歪"
yarn,英:/jɑːn/ 美:/jɑrn/,"1. n. 纱线；奇谈，故事
2. vt. 用纱线缠"
yeast,英:/jiːst/ 美:/jist/,n. 酵母；酵母片；泡沫；引起骚动因素
zest,英:/zest/ 美:/zɛst/,"1. n. 风味；热心；强烈的兴趣
2. vt. 给…调味"
archer,英:/ˈɑ:tʃə/ 美:/ˈɑrtʃɚ/,n. 弓箭手
fag,英:/fæg/ 美:/fæɡ/,"1. n. 苦工；疲劳
2. vt. 使劳累"
fiend,英:/fiːnd/ 美:/find/,n. 魔鬼；能手；成癖者
filch,英:/fɪltʃ/ 美:/fɪltʃ/,vt. 偷窃；窃取
flair,英:/fleə/ 美:/flɛr/,n. 资质；鉴别力
flay,英:/fleɪ/ 美:/fle/,vt. 剥皮；掠夺；严厉批评
fleck,英:/flek/ 美:/flɛk/,"1. n. 斑点；微粒，小片
2. vt. 使起斑点；使有斑驳"
fleece,英:/fliːs/ 美:/flis/,"1. n. 羊毛，绒头织物；羊毛制的覆盖物
2. vt. 剪下羊毛；欺诈，剥削"
flunk,英:/flʌŋk/ 美:/flʌŋk/,"1. vi. 失败；放弃；考试不及格
2. vt. 使…不及格"
fop,英:/fɒp/ 美:/fɑp/,n. 花花公子；过分讲究衣饰或举动的人
ghastly,英:/gɑːs(t)lɪ/ 美:/ˈɡæstli/,"1. adj. 可怕的；惊人的；极坏的；惨白的
2. adv. 恐怖地；惨白地"
gnome,英:/nəʊm/ 美:/nom/,n. 格言；箴言；土地神
gulch,英:/gʌltʃ/ 美:/ɡʌltʃ/,n. 冲沟；峡谷；干谷峡谷
gull,英:/gʌl/ 美:/ɡʌl/,"1. n. [动]鸥；笨人；易受骗之人
2. vt. 骗；欺诈"
haft,英:/hɑːft/ 美:/hæft/,"1. n. 把手；牧场；住处
2. vt. 给…装上柄；使羊群适应新牧场"
hilt,英:/hɪlt/ 美:/hɪlt/,n. 刀把，柄
hunk,英:/hʌŋk/ 美:/hʌŋk/,"1. n. 大块，大片；厚块；（俚语）强壮
2. adj. 好的；行的"
illiberal,英:/ɪˈlɪbərəl/ 美:/ɪˈlɪbərəl/,狭隘
knoll,英:/nəʊl/ 美:/nol/,n. 小山
latch,英:/lætʃ/ 美:/lætʃ/,"1. vi. 闭锁；占有，抓住
2. vt. 闩上；纠缠住某人"
leash,英:/liːʃ/ 美:/liʃ/,"1. n. 皮带；束缚
2. vt. 束缚；用皮带绑住"
loam,英:/ləʊm/ 美:/lom/,"1. n. [地]壤土；肥土（含有黏土、沙和有机物质的土地）；[建]亚黏土
2. vt. 用壤土填"
loft,英:/lɒft/ 美:/lɔft/,"1. n. 顶楼；阁楼；鸽房
2. vt. 把…储放在阁楼内"
lore,英:/lɔː/ 美:/lɔr/,n. 知识；学问；全部传说；（动物的）眼光知识
lout,英:/laʊt/ 美:/laʊt/,"1. n. 笨拙的人
2. vt. 愚弄"
lynch,英:/lintʃ/ 美:/lɪntʃ/,"1. n. 私刑；私刑处死；（英）田埂
2. vt. 处以私刑；以私刑处死"
maim,英:/meɪm/ 美:/mem/,vt. 使残废
mien,英:/miːn/ 美:/min/,n. 态度；风采；样子
moor,英:/mɔː/ 美:/mʊr/,"1. vt. 系住；使停泊
2. n. 沼泽；荒野"
mope,英:/məʊp/ 美:/mop/,"1. vi. 忧郁；百无聊赖
2. vt. 使忧郁；没精打采地度过"
mulct,英:/mʌlkt/ 美:/mʌlkt/,"1. vt. 抢夺，诈取；处以罚金
2. n. 罚金"
noose,英:/nuːs/ 美:/nus/,"1. n. 套索；束缚；绞刑
2. vt. 用套索捉；使落入圈套"
nymph,英:/nɪmf/ 美:/nɪmf/,n. [希神][罗神]居于山林水泽的仙女；美丽的少女；女神；蛹
ooze,英:/uːz/ 美:/uz/,"1. vt. 渗出；泄漏
2. vi. 渗出；泄漏"
pane,英:/peɪn/ 美:/pen/,"1. n. 窗格；窗格玻璃；边；面；嵌板
2. vt. 装窗玻璃于；镶嵌板于"
pawn,英:/pɔːn/ 美:/pɔn/,"1. n. 典当；人质；抵押物；兵，卒
2. vt. 当掉；以……担保"
peek,英:/piːk/ 美:/pik/,"1. n. 偷看；一瞥，看一眼
2. vi. 窥视，偷看"
pelt,英:/pelt/ 美:/pɛlt/,"1. vt. 攻击或投掷；剥皮
2. vi. 连续投掷；雨等急降"
poach,英:/pəʊtʃ/ 美:/potʃ/,"1. vt. 水煮；偷猎；窃取；把…踏成泥浆
2. vi. 偷猎；侵犯；剽窃"
prance,英:/prɑːns/ 美:/præns/,"1. n. 昂首阔步；（马）后足立地腾跃
2. vi. 腾跃；昂首阔步；欢跃"
prig,英:/prɪg/ 美:/prɪɡ/,n. 一本正经的人；[俚]小偷
psalm,英:/sɑːm/ 美:/sɑm/,"1. n. 圣歌；诗篇
2. vt. 唱赞美诗祝祷"
qualm,英:/kwɑːm/ 美:/kwɑm/,n. 疑虑；不安
quip,英:/kwɪp/ 美:/kwɪp/,"1. n. 妙语；嘲弄；讽刺语
2. vi. 嘲弄；讥讽"
rasp,英:/rɑːsp/ 美:/ræsp/,"1. vt. 用粗锉刀锉；粗声粗气地说
2. vi. 锉磨；用粗嘎的嗓门说"
rote,英:/rəʊt/ 美:/rot/,n. 死记硬背；生搬硬套
rout,英:/raʊt/ 美:/raʊt/,"1. vt. 击溃
2. vi. 搜寻"
rove,英:/rəʊv/ 美:/rov/,"1. vt. 漫游于；漂泊于
2. vi. 流浪；飘忽不定"
ruck,英:/rʌk/ 美:/rʌk/,"1. n. 皱；普通人；大量
2. vt. 弄皱"
Satanic,英:/səˈtænik/ 美:/səˈtænɪk/,adj. 邪恶的；魔鬼的
scab,英:/skæb/ 美:/skæb/,"1. n. 痂；疤；疥癣；[美俚]恶棍
2. vi. 结痂；生疙瘩；破坏罢工"
scads,/skædz/,n. 很多；巨额
scald,英:/skɔːld/ 美:/skɔld/,"1. vt. 烫伤；烫洗；加热；晒焦
2. vi. 烫伤；烫洗；煮沸"
scarp,英:/skɑːp/ 美:/skɑrp/,"1. vt. 在…设内斜坡；将…辟成陡坡
2. n. 内斜坡，陡坡"
